+-----------------------------------------------------------------------+
| Index | Dimensions |  QueryType |       v |           l |           r |
|  8163 |        100 |          0 |      -  |          -  |          -  |
|  8164 |        100 |          1 |       4 |          -  |          -  |
|  8165 |        100 |          2 |      -  |  0.59438449 |  0.91920000 |
|  8166 |        100 |          3 |       0 |  0.10199887 |  0.42448083 |
|  8167 |        100 |          0 |      -  |          -  |          -  |
|  8168 |        100 |          1 |       5 |          -  |          -  |
|  8169 |        100 |          2 |      -  |  0.04160813 |  0.48657888 |
|  8170 |        100 |          3 |       2 |  0.03248357 |  0.65586132 |
|  8171 |        100 |          0 |      -  |          -  |          -  |
|  8172 |        100 |          1 |       5 |          -  |          -  |
|  8173 |        100 |          2 |      -  |  0.65252435 |  0.89762902 |
|  8174 |        100 |          3 |       5 |  0.19657445 |  0.27805820 |
|  8175 |        100 |          0 |      -  |          -  |          -  |
|  8176 |        100 |          1 |       0 |          -  |          -  |
|  8177 |        100 |          2 |      -  |  0.16633874 |  0.79373926 |
|  8178 |        100 |          3 |       4 |  0.36653662 |  0.57157612 |
|  8179 |        100 |          0 |      -  |          -  |          -  |
|  8180 |        100 |          1 |       0 |          -  |          -  |
|  8181 |        100 |          2 |      -  |  0.67762697 |  0.68949556 |
|  8182 |        100 |          3 |       5 |  0.08629712 |  0.25821972 |
|  8183 |        100 |          0 |      -  |          -  |          -  |
|  8184 |        100 |          1 |       0 |          -  |          -  |
|  8185 |        100 |          2 |      -  |  0.17435804 |  0.41485909 |
|  8186 |        100 |          3 |       2 |  0.12990201 |  0.69541019 |
|  8187 |        100 |          0 |      -  |          -  |          -  |
|  8188 |        100 |          1 |       5 |          -  |          -  |
|  8189 |        100 |          2 |      -  |  0.36642972 |  0.73125297 |
|  8190 |        100 |          3 |       5 |  0.87581998 |  0.99494660 |
|  8191 |        100 |          0 |      -  |          -  |          -  |
|  8192 |        100 |          1 |      23 |          -  |          -  |
|  8193 |        100 |          2 |      -  |  0.06920873 |  0.81457406 |
|  8194 |        100 |          3 |      34 |  0.23302531 |  0.60657680 |
|  8195 |        100 |          0 |      -  |          -  |          -  |
|  8196 |        100 |          1 |       0 |          -  |          -  |
|  8197 |        100 |          2 |      -  |  0.32816866 |  0.82865018 |
|  8198 |        100 |          3 |      17 |  0.38801080 |  0.71283239 |
|  8199 |        100 |          0 |      -  |          -  |          -  |
|  8200 |        100 |          1 |       0 |          -  |          -  |
|  8201 |        100 |          2 |      -  |  0.27877116 |  0.42755863 |
|  8202 |        100 |          3 |       4 |  0.44171846 |  0.89024407 |
|  8203 |        100 |          0 |      -  |          -  |          -  |
|  8204 |        100 |          1 |       5 |          -  |          -  |
|  8205 |        100 |          2 |      -  |  0.36574900 |  0.54985482 |
|  8206 |        100 |          3 |       4 |  0.04341429 |  0.49071056 |
|  8207 |        100 |          0 |      -  |          -  |          -  |
|  8208 |        100 |          1 |       5 |          -  |          -  |
|  8209 |        100 |          2 |      -  |  0.03888327 |  0.64187700 |
|  8210 |        100 |          3 |       5 |  0.02115955 |  0.04397701 |
|  8211 |        100 |          0 |      -  |          -  |          -  |
|  8212 |        100 |          1 |       5 |          -  |          -  |
|  8213 |        100 |          2 |      -  |  0.01381492 |  0.57022274 |
|  8214 |        100 |          3 |       5 |  0.62492073 |  0.82887411 |
|  8215 |        100 |          0 |      -  |          -  |          -  |
|  8216 |        100 |          1 |       5 |          -  |          -  |
|  8217 |        100 |          2 |      -  |  0.11861227 |  0.42099860 |
|  8218 |        100 |          3 |       5 |  0.07440533 |  0.77934450 |
|  8219 |        100 |          0 |      -  |          -  |          -  |
|  8220 |        100 |          1 |       5 |          -  |          -  |
|  8221 |        100 |          2 |      -  |  0.37419486 |  0.85181254 |
|  8222 |        100 |          3 |       4 |  0.38307539 |  0.65642607 |
|  8223 |        100 |          0 |      -  |          -  |          -  |
|  8224 |        100 |          1 |       5 |          -  |          -  |
|  8225 |        100 |          2 |      -  |  0.87203324 |  0.88923961 |
|  8226 |        100 |          3 |      30 |  0.23730423 |  0.63795406 |
|  8227 |        100 |          0 |      -  |          -  |          -  |
|  8228 |        100 |          1 |       5 |          -  |          -  |
|  8229 |        100 |          2 |      -  |  0.03856258 |  0.07674699 |
|  8230 |        100 |          3 |       7 |  0.24401250 |  0.84754676 |
|  8231 |        100 |          0 |      -  |          -  |          -  |
|  8232 |        100 |          1 |       0 |          -  |          -  |
|  8233 |        100 |          2 |      -  |  0.53585434 |  0.74691033 |
|  8234 |        100 |          3 |       0 |  0.11861732 |  0.60870868 |
|  8235 |        100 |          0 |      -  |          -  |          -  |
|  8236 |        100 |          1 |       0 |          -  |          -  |
|  8237 |        100 |          2 |      -  |  0.49088502 |  0.96779275 |
|  8238 |        100 |          3 |      14 |  0.66795582 |  0.81993204 |
|  8239 |        100 |          0 |      -  |          -  |          -  |
|  8240 |        100 |          1 |       5 |          -  |          -  |
|  8241 |        100 |          2 |      -  |  0.18999928 |  0.84218276 |
|  8242 |        100 |          3 |       5 |  0.02735655 |  0.37955788 |
|  8243 |        100 |          0 |      -  |          -  |          -  |
|  8244 |        100 |          1 |      55 |          -  |          -  |
|  8245 |        100 |          2 |      -  |  0.16332345 |  0.87904406 |
|  8246 |        100 |          3 |       5 |  0.34023592 |  0.39479977 |
|  8247 |        100 |          0 |      -  |          -  |          -  |
|  8248 |        100 |          1 |       5 |          -  |          -  |
|  8249 |        100 |          2 |      -  |  0.18860760 |  0.44118598 |
|  8250 |        100 |          3 |       5 |  0.29739040 |  0.49001977 |
|  8251 |        100 |          0 |      -  |          -  |          -  |
|  8252 |        100 |          1 |       6 |          -  |          -  |
|  8253 |        100 |          2 |      -  |  0.48922107 |  0.64850360 |
|  8254 |        100 |          3 |       2 |  0.21342787 |  0.93062490 |
|  8255 |        100 |          0 |      -  |          -  |          -  |
|  8256 |        100 |          1 |       0 |          -  |          -  |
|  8257 |        100 |          2 |      -  |  0.66548204 |  0.84081429 |
|  8258 |        100 |          3 |       0 |  0.28232399 |  0.63609046 |
|  8259 |        100 |          0 |      -  |          -  |          -  |
|  8260 |        100 |          1 |       7 |          -  |          -  |
|  8261 |        100 |          2 |      -  |  0.57286191 |  0.64374161 |
|  8262 |        100 |          0 |      -  |          -  |          -  |
|  8263 |        100 |          1 |       2 |          -  |          -  |
|  8264 |        100 |          2 |      -  |  0.52461505 |  0.52660072 |
|  8265 |        100 |          3 |       5 |  0.05926731 |  0.97781688 |
|  8266 |        100 |          0 |      -  |          -  |          -  |
|  8267 |        100 |          1 |       5 |          -  |          -  |
|  8268 |        100 |          2 |      -  |  0.49394268 |  0.54720259 |
|  8269 |        100 |          3 |      14 |  0.29020411 |  0.75477731 |
|  8270 |        100 |          0 |      -  |          -  |          -  |
|  8271 |        100 |          1 |       5 |          -  |          -  |
|  8272 |        100 |          2 |      -  |  0.16148300 |  0.78721553 |
|  8273 |        100 |          3 |       7 |  0.46168903 |  0.75479347 |
|  8274 |        100 |          0 |      -  |          -  |          -  |
|  8275 |        100 |          1 |       2 |          -  |          -  |
|  8276 |        100 |          2 |      -  |  0.01382904 |  0.27686620 |
|  8277 |        100 |          3 |       0 |  0.35075721 |  0.43753234 |
|  8278 |        100 |          0 |      -  |          -  |          -  |
|  8279 |        100 |          1 |       5 |          -  |          -  |
|  8280 |        100 |          2 |      -  |  0.37073484 |  0.75034314 |
|  8281 |        100 |          3 |       0 |  0.28447706 |  0.61845446 |
|  8282 |        100 |          0 |      -  |          -  |          -  |
|  8283 |        100 |          1 |       0 |          -  |          -  |
|  8284 |        100 |          2 |      -  |  0.44042259 |  0.98414594 |
|  8285 |        100 |          3 |      14 |  0.27538979 |  0.91652155 |
|  8286 |        100 |          0 |      -  |          -  |          -  |
|  8287 |        100 |          1 |       6 |          -  |          -  |
|  8288 |        100 |          2 |      -  |  0.84921980 |  0.89854169 |
|  8289 |        100 |          3 |       5 |  0.04002384 |  0.19091195 |
|  8290 |        100 |          0 |      -  |          -  |          -  |
|  8291 |        100 |          1 |       5 |          -  |          -  |
|  8292 |        100 |          2 |      -  |  0.62939119 |  0.98910558 |
|  8293 |        100 |          3 |      11 |  0.04726560 |  0.83966863 |
|  8294 |        100 |          0 |      -  |          -  |          -  |
|  8295 |        100 |          1 |       0 |          -  |          -  |
|  8296 |        100 |          2 |      -  |  0.11466818 |  0.50329512 |
|  8297 |        100 |          3 |       5 |  0.02147318 |  0.07891921 |
|  8298 |        100 |          0 |      -  |          -  |          -  |
|  8299 |        100 |          1 |       0 |          -  |          -  |
|  8300 |        100 |          2 |      -  |  0.05437426 |  0.26931986 |
|  8301 |        100 |          3 |       2 |  0.22690798 |  0.73208189 |
|  8302 |        100 |          0 |      -  |          -  |          -  |
|  8303 |        100 |          1 |       2 |          -  |          -  |
|  8304 |        100 |          2 |      -  |  0.64155734 |  0.87326962 |
|  8305 |        100 |          3 |       9 |  0.74718565 |  0.87579781 |
|  8306 |        100 |          0 |      -  |          -  |          -  |
|  8307 |        100 |          1 |       5 |          -  |          -  |
|  8308 |        100 |          2 |      -  |  0.43947664 |  0.76645231 |
|  8309 |        100 |          3 |       5 |  0.31722382 |  0.84415531 |
|  8310 |        100 |          0 |      -  |          -  |          -  |
|  8311 |        100 |          1 |       5 |          -  |          -  |
|  8312 |        100 |          2 |      -  |  0.11046895 |  0.69717801 |
|  8313 |        100 |          3 |       5 |  0.38729176 |  0.44468233 |
|  8314 |        100 |          0 |      -  |          -  |          -  |
|  8315 |        100 |          1 |       5 |          -  |          -  |
|  8316 |        100 |          2 |      -  |  0.30353999 |  0.85313463 |
|  8317 |        100 |          3 |       5 |  0.77896529 |  0.80123514 |
|  8318 |        100 |          0 |      -  |          -  |          -  |
|  8319 |        100 |          1 |       2 |          -  |          -  |
|  8320 |        100 |          2 |      -  |  0.44840962 |  0.92693490 |
|  8321 |        100 |          3 |       0 |  0.63143939 |  0.66027540 |
|  8322 |        100 |          0 |      -  |          -  |          -  |
|  8323 |        100 |          1 |      25 |          -  |          -  |
|  8324 |        100 |          2 |      -  |  0.13337213 |  0.73448408 |
|  8325 |        100 |          3 |       0 |  0.30403215 |  0.82818931 |
|  8326 |        100 |          0 |      -  |          -  |          -  |
|  8327 |        100 |          1 |       5 |          -  |          -  |
|  8328 |        100 |          2 |      -  |  0.28494900 |  0.68878460 |
|  8329 |        100 |          3 |       7 |  0.42456251 |  0.75529772 |
|  8330 |        100 |          0 |      -  |          -  |          -  |
|  8331 |        100 |          1 |       0 |          -  |          -  |
|  8332 |        100 |          2 |      -  |  0.73007911 |  0.77650160 |
|  8333 |        100 |          3 |       4 |  0.08091496 |  0.57300407 |
|  8334 |        100 |          0 |      -  |          -  |          -  |
|  8335 |        100 |          1 |       0 |          -  |          -  |
|  8336 |        100 |          2 |      -  |  0.54126978 |  0.58465683 |
|  8337 |        100 |          3 |       5 |  0.67916691 |  0.88979328 |
|  8338 |        100 |          0 |      -  |          -  |          -  |
|  8339 |        100 |          1 |       5 |          -  |          -  |
|  8340 |        100 |          2 |      -  |  0.57433325 |  0.64954031 |
|  8341 |        100 |          3 |      11 |  0.01412250 |  0.72619349 |
|  8342 |        100 |          0 |      -  |          -  |          -  |
|  8343 |        100 |          1 |       0 |          -  |          -  |
|  8344 |        100 |          2 |      -  |  0.37597379 |  0.72115725 |
|  8345 |        100 |          3 |       5 |  0.76798111 |  0.84280902 |
|  8346 |        100 |          0 |      -  |          -  |          -  |
|  8347 |        100 |          1 |       5 |          -  |          -  |
|  8348 |        100 |          2 |      -  |  0.02297781 |  0.47516006 |
|  8349 |        100 |          3 |       5 |  0.15840013 |  0.43575040 |
|  8350 |        100 |          0 |      -  |          -  |          -  |
|  8351 |        100 |          1 |       0 |          -  |          -  |
|  8352 |        100 |          2 |      -  |  0.15126325 |  0.39849678 |
|  8353 |        100 |          3 |       7 |  0.14539300 |  0.45094892 |
|  8354 |        100 |          0 |      -  |          -  |          -  |
|  8355 |        100 |          1 |      47 |          -  |          -  |
|  8356 |        100 |          2 |      -  |  0.00120713 |  0.12361324 |
|  8357 |        100 |          3 |       5 |  0.45631593 |  0.60498643 |
|  8358 |        100 |          0 |      -  |          -  |          -  |
|  8359 |        100 |          1 |       5 |          -  |          -  |
|  8360 |        100 |          2 |      -  |  0.33824825 |  0.60501164 |
|  8361 |        100 |          3 |       0 |  0.59156787 |  0.64385861 |
|  8362 |        100 |          0 |      -  |          -  |          -  |
|  8363 |        100 |          1 |      16 |          -  |          -  |
|  8364 |        100 |          2 |      -  |  0.72024053 |  0.72380441 |
|  8365 |        100 |          3 |       5 |  0.08328786 |  0.92468405 |
|  8366 |        100 |          0 |      -  |          -  |          -  |
|  8367 |        100 |          1 |       7 |          -  |          -  |
|  8368 |        100 |          2 |      -  |  0.08260111 |  0.37060776 |
|  8369 |        100 |          3 |       0 |  0.86630416 |  0.91792327 |
|  8370 |        100 |          0 |      -  |          -  |          -  |
|  8371 |        100 |          1 |       5 |          -  |          -  |
|  8372 |        100 |          2 |      -  |  0.04704273 |  0.96913904 |
|  8373 |        100 |          3 |       0 |  0.64883035 |  0.70945001 |
|  8374 |        100 |          0 |      -  |          -  |          -  |
|  8375 |        100 |          1 |       0 |          -  |          -  |
|  8376 |        100 |          2 |      -  |  0.93000466 |  0.98314762 |
|  8377 |        100 |          3 |       4 |  0.48043031 |  0.66052848 |
|  8378 |        100 |          0 |      -  |          -  |          -  |
|  8379 |        100 |          1 |       5 |          -  |          -  |
|  8380 |        100 |          2 |      -  |  0.10180525 |  0.49222627 |
|  8381 |        100 |          3 |       0 |  0.41830096 |  0.57426667 |
|  8382 |        100 |          0 |      -  |          -  |          -  |
|  8383 |        100 |          1 |       4 |          -  |          -  |
|  8384 |        100 |          2 |      -  |  0.34034684 |  0.85116208 |
|  8385 |        100 |          3 |       5 |  0.35286286 |  0.88559401 |
|  8386 |        100 |          0 |      -  |          -  |          -  |
|  8387 |        100 |          1 |      11 |          -  |          -  |
|  8388 |        100 |          2 |      -  |  0.38270426 |  0.52874875 |
|  8389 |        100 |          3 |       5 |  0.10010196 |  0.22916795 |
|  8390 |        100 |          0 |      -  |          -  |          -  |
|  8391 |        100 |          1 |      26 |          -  |          -  |
|  8392 |        100 |          2 |      -  |  0.11397234 |  0.46971035 |
|  8393 |        100 |          3 |       5 |  0.23558378 |  0.88195950 |
|  8394 |        100 |          0 |      -  |          -  |          -  |
|  8395 |        100 |          1 |      17 |          -  |          -  |
|  8396 |        100 |          2 |      -  |  0.25009254 |  0.25412536 |
|  8397 |        100 |          3 |       5 |  0.72835058 |  0.75571018 |
|  8398 |        100 |          0 |      -  |          -  |          -  |
|  8399 |        100 |          1 |       6 |          -  |          -  |
|  8400 |        100 |          2 |      -  |  0.09925585 |  0.66169631 |
|  8401 |        100 |          3 |      11 |  0.55426985 |  0.95028281 |
|  8402 |        100 |          0 |      -  |          -  |          -  |
|  8403 |        100 |          1 |      14 |          -  |          -  |
|  8404 |        100 |          2 |      -  |  0.36121091 |  0.60554814 |
|  8405 |        100 |          3 |       5 |  0.03705190 |  0.45078957 |
|  8406 |        100 |          0 |      -  |          -  |          -  |
|  8407 |        100 |          1 |       5 |          -  |          -  |
|  8408 |        100 |          2 |      -  |  0.24562605 |  0.75730658 |
|  8409 |        100 |          3 |      11 |  0.00384627 |  0.06038368 |
|  8410 |        100 |          0 |      -  |          -  |          -  |
|  8411 |        100 |          1 |       4 |          -  |          -  |
|  8412 |        100 |          2 |      -  |  0.61705267 |  0.99089360 |
|  8413 |        100 |          3 |       2 |  0.32808396 |  0.70152146 |
|  8414 |        100 |          0 |      -  |          -  |          -  |
|  8415 |        100 |          1 |       0 |          -  |          -  |
|  8416 |        100 |          2 |      -  |  0.32782882 |  0.57095891 |
|  8417 |        100 |          3 |       6 |  0.40652817 |  0.89028138 |
|  8418 |        100 |          0 |      -  |          -  |          -  |
|  8419 |        100 |          1 |       5 |          -  |          -  |
|  8420 |        100 |          2 |      -  |  0.48175642 |  0.90603250 |
|  8421 |        100 |          3 |      81 |  0.03943792 |  0.90632600 |
|  8422 |        100 |          0 |      -  |          -  |          -  |
|  8423 |        100 |          1 |      64 |          -  |          -  |
|  8424 |        100 |          2 |      -  |  0.42981458 |  0.48905465 |
|  8425 |        100 |          3 |       5 |  0.45662051 |  0.84282714 |
|  8426 |        100 |          0 |      -  |          -  |          -  |
|  8427 |        100 |          1 |       5 |          -  |          -  |
|  8428 |        100 |          2 |      -  |  0.49161112 |  0.86773014 |
|  8429 |        100 |          3 |       5 |  0.35427675 |  0.96678430 |
|  8430 |        100 |          0 |      -  |          -  |          -  |
|  8431 |        100 |          1 |       0 |          -  |          -  |
|  8432 |        100 |          2 |      -  |  0.56915277 |  0.59435928 |
|  8433 |        100 |          3 |       5 |  0.40118837 |  0.67378980 |
|  8434 |        100 |          0 |      -  |          -  |          -  |
|  8435 |        100 |          1 |       2 |          -  |          -  |
|  8436 |        100 |          2 |      -  |  0.32169634 |  0.93406779 |
|  8437 |        100 |          3 |       5 |  0.06147786 |  0.11384023 |
|  8438 |        100 |          0 |      -  |          -  |          -  |
|  8439 |        100 |          1 |       7 |          -  |          -  |
|  8440 |        100 |          2 |      -  |  0.34371510 |  0.55551535 |
|  8441 |        100 |          3 |       0 |  0.14121595 |  0.24443203 |
|  8442 |        100 |          0 |      -  |          -  |          -  |
|  8443 |        100 |          1 |       5 |          -  |          -  |
|  8444 |        100 |          2 |      -  |  0.16153140 |  0.63961297 |
|  8445 |        100 |          3 |       2 |  0.48202065 |  0.95435905 |
|  8446 |        100 |          0 |      -  |          -  |          -  |
|  8447 |        100 |          1 |       5 |          -  |          -  |
|  8448 |        100 |          2 |      -  |  0.19397162 |  0.68891269 |
|  8449 |        100 |          3 |       5 |  0.13960442 |  0.69717097 |
|  8450 |        100 |          0 |      -  |          -  |          -  |
|  8451 |        100 |          1 |       7 |          -  |          -  |
|  8452 |        100 |          2 |      -  |  0.18257196 |  0.98386359 |
|  8453 |        100 |          3 |       0 |  0.09079082 |  0.17328705 |
|  8454 |        100 |          0 |      -  |          -  |          -  |
|  8455 |        100 |          1 |       0 |          -  |          -  |
|  8456 |        100 |          2 |      -  |  0.80081564 |  0.87963200 |
|  8457 |        100 |          3 |       0 |  0.34277925 |  0.90066248 |
|  8458 |        100 |          0 |      -  |          -  |          -  |
|  8459 |        100 |          1 |       5 |          -  |          -  |
|  8460 |        100 |          2 |      -  |  0.01957929 |  0.71164340 |
|  8461 |        100 |          3 |       2 |  0.41592807 |  0.58925039 |
|  8462 |        100 |          0 |      -  |          -  |          -  |
|  8463 |        100 |          1 |       0 |          -  |          -  |
|  8464 |        100 |          2 |      -  |  0.14311992 |  0.96978343 |
|  8465 |        100 |          3 |       5 |  0.14492607 |  0.58813804 |
|  8466 |        100 |          0 |      -  |          -  |          -  |
|  8467 |        100 |          1 |       5 |          -  |          -  |
|  8468 |        100 |          2 |      -  |  0.10659948 |  0.87637162 |
|  8469 |        100 |          3 |       0 |  0.09552656 |  0.92645490 |
|  8470 |        100 |          0 |      -  |          -  |          -  |
|  8471 |        100 |          1 |      14 |          -  |          -  |
|  8472 |        100 |          2 |      -  |  0.43728626 |  0.44586626 |
|  8473 |        100 |          3 |       0 |  0.23682722 |  0.88252223 |
|  8474 |        100 |          0 |      -  |          -  |          -  |
|  8475 |        100 |          1 |      11 |          -  |          -  |
|  8476 |        100 |          2 |      -  |  0.61824471 |  0.87890792 |
|  8477 |        100 |          3 |       6 |  0.18338276 |  0.39229375 |
|  8478 |        100 |          0 |      -  |          -  |          -  |
|  8479 |        100 |          1 |       5 |          -  |          -  |
|  8480 |        100 |          2 |      -  |  0.05998736 |  0.90079659 |
|  8481 |        100 |          3 |       0 |  0.29538760 |  0.51097155 |
|  8482 |        100 |          0 |      -  |          -  |          -  |
|  8483 |        100 |          1 |      48 |          -  |          -  |
|  8484 |        100 |          2 |      -  |  0.04831239 |  0.38022649 |
|  8485 |        100 |          3 |       5 |  0.13529325 |  0.96647668 |
|  8486 |        100 |          0 |      -  |          -  |          -  |
|  8487 |        100 |          1 |       4 |          -  |          -  |
|  8488 |        100 |          2 |      -  |  0.36019337 |  0.60333157 |
|  8489 |        100 |          3 |       5 |  0.31132028 |  0.88157529 |
|  8490 |        100 |          0 |      -  |          -  |          -  |
|  8491 |        100 |          1 |       6 |          -  |          -  |
|  8492 |        100 |          2 |      -  |  0.41920051 |  0.68310088 |
|  8493 |        100 |          3 |       5 |  0.73744190 |  0.86834127 |
|  8494 |        100 |          0 |      -  |          -  |          -  |
|  8495 |        100 |          1 |       2 |          -  |          -  |
|  8496 |        100 |          2 |      -  |  0.20554976 |  0.41861057 |
|  8497 |        100 |          3 |       7 |  0.02198447 |  0.88625252 |
|  8498 |        100 |          0 |      -  |          -  |          -  |
|  8499 |        100 |          1 |      95 |          -  |          -  |
|  8500 |        100 |          2 |      -  |  0.80697834 |  0.91463065 |
|  8501 |        100 |          3 |       5 |  0.24895902 |  0.27866328 |
|  8502 |        100 |          0 |      -  |          -  |          -  |
|  8503 |        100 |          1 |       5 |          -  |          -  |
|  8504 |        100 |          2 |      -  |  0.42062041 |  0.69427568 |
|  8505 |        100 |          3 |       5 |  0.59579635 |  0.81646800 |
|  8506 |        100 |          0 |      -  |          -  |          -  |
|  8507 |        100 |          1 |       5 |          -  |          -  |
|  8508 |        100 |          2 |      -  |  0.05660195 |  0.15713955 |
|  8509 |        100 |          3 |       5 |  0.59892762 |  0.94095957 |
|  8510 |        100 |          0 |      -  |          -  |          -  |
|  8511 |        100 |          1 |       0 |          -  |          -  |
|  8512 |        100 |          2 |      -  |  0.28520313 |  0.45567456 |
|  8513 |        100 |          3 |       0 |  0.02080155 |  0.55251008 |
|  8514 |        100 |          0 |      -  |          -  |          -  |
|  8515 |        100 |          1 |       4 |          -  |          -  |
|  8516 |        100 |          2 |      -  |  0.12024699 |  0.29770303 |
|  8517 |        100 |          3 |       0 |  0.51972300 |  0.62951022 |
|  8518 |        100 |          0 |      -  |          -  |          -  |
|  8519 |        100 |          1 |       5 |          -  |          -  |
|  8520 |        100 |          2 |      -  |  0.88314545 |  0.96404630 |
|  8521 |        100 |          3 |       7 |  0.69052118 |  0.72315198 |
|  8522 |        100 |          0 |      -  |          -  |          -  |
|  8523 |        100 |          1 |       2 |          -  |          -  |
|  8524 |        100 |          2 |      -  |  0.66919726 |  0.82307541 |
|  8525 |        100 |          3 |       5 |  0.64421260 |  0.97486812 |
|  8526 |        100 |          0 |      -  |          -  |          -  |
|  8527 |        100 |          1 |       5 |          -  |          -  |
|  8528 |        100 |          2 |      -  |  0.05127727 |  0.16242290 |
|  8529 |        100 |          3 |       4 |  0.64700907 |  0.78210866 |
|  8530 |        100 |          0 |      -  |          -  |          -  |
|  8531 |        100 |          1 |       7 |          -  |          -  |
|  8532 |        100 |          2 |      -  |  0.41141114 |  0.80973852 |
|  8533 |        100 |          3 |       4 |  0.28059950 |  0.95782411 |
|  8534 |        100 |          0 |      -  |          -  |          -  |
|  8535 |        100 |          1 |       5 |          -  |          -  |
|  8536 |        100 |          2 |      -  |  0.18396062 |  0.83042812 |
|  8537 |        100 |          3 |       6 |  0.29906547 |  0.51709896 |
|  8538 |        100 |          0 |      -  |          -  |          -  |
|  8539 |        100 |          1 |       0 |          -  |          -  |
|  8540 |        100 |          2 |      -  |  0.40069726 |  0.50551480 |
|  8541 |        100 |          3 |       4 |  0.07033720 |  0.27638614 |
|  8542 |        100 |          0 |      -  |          -  |          -  |
|  8543 |        100 |          1 |       5 |          -  |          -  |
|  8544 |        100 |          2 |      -  |  0.40577990 |  0.41358942 |
|  8545 |        100 |          3 |       5 |  0.28912607 |  0.50870252 |
|  8546 |        100 |          0 |      -  |          -  |          -  |
|  8547 |        100 |          1 |       5 |          -  |          -  |
|  8548 |        100 |          2 |      -  |  0.66516644 |  0.69448948 |
|  8549 |        100 |          3 |      38 |  0.32515335 |  0.36529821 |
|  8550 |        100 |          0 |      -  |          -  |          -  |
|  8551 |        100 |          1 |       4 |          -  |          -  |
|  8552 |        100 |          2 |      -  |  0.10659948 |  0.65719450 |
|  8553 |        100 |          3 |       2 |  0.13318455 |  0.61890018 |
|  8554 |        100 |          0 |      -  |          -  |          -  |
|  8555 |        100 |          1 |       2 |          -  |          -  |
|  8556 |        100 |          2 |      -  |  0.34752005 |  0.82148808 |
|  8557 |        100 |          3 |       0 |  0.75476521 |  0.95100689 |
|  8558 |        100 |          0 |      -  |          -  |          -  |
|  8559 |        100 |          1 |       0 |          -  |          -  |
|  8560 |        100 |          2 |      -  |  0.47610196 |  0.49020934 |
|  8561 |        100 |          3 |       5 |  0.28785035 |  0.89909834 |
|  8562 |        100 |          0 |      -  |          -  |          -  |
|  8563 |        100 |          1 |      11 |          -  |          -  |
|  8564 |        100 |          2 |      -  |  0.30360857 |  0.32851154 |
|  8565 |        100 |          3 |       0 |  0.86748707 |  0.94784439 |
|  8566 |        100 |          0 |      -  |          -  |          -  |
|  8567 |        100 |          1 |       5 |          -  |          -  |
|  8568 |        100 |          2 |      -  |  0.14003503 |  0.48908895 |
|  8569 |        100 |          3 |       5 |  0.53874761 |  0.89053243 |
|  8570 |        100 |          0 |      -  |          -  |          -  |
|  8571 |        100 |          1 |       2 |          -  |          -  |
|  8572 |        100 |          2 |      -  |  0.25601119 |  0.81671405 |
|  8573 |        100 |          3 |       5 |  0.26535863 |  0.83170283 |
|  8574 |        100 |          0 |      -  |          -  |          -  |
|  8575 |        100 |          1 |       5 |          -  |          -  |
|  8576 |        100 |          2 |      -  |  0.19580299 |  0.82762462 |
|  8577 |        100 |          3 |       4 |  0.26192683 |  0.99104989 |
|  8578 |        100 |          0 |      -  |          -  |          -  |
|  8579 |        100 |          1 |       6 |          -  |          -  |
|  8580 |        100 |          2 |      -  |  0.57593870 |  0.91340941 |
|  8581 |        100 |          3 |       6 |  0.00995856 |  0.28574568 |
|  8582 |        100 |          0 |      -  |          -  |          -  |
|  8583 |        100 |          1 |       2 |          -  |          -  |
|  8584 |        100 |          2 |      -  |  0.11884422 |  0.21727112 |
|  8585 |        100 |          3 |       5 |  0.46159223 |  0.50377011 |
|  8586 |        100 |          0 |      -  |          -  |          -  |
|  8587 |        100 |          1 |       5 |          -  |          -  |
|  8588 |        100 |          2 |      -  |  0.80924237 |  0.91511875 |
|  8589 |        100 |          3 |       0 |  0.05801379 |  0.35458836 |
|  8590 |        100 |          0 |      -  |          -  |          -  |
|  8591 |        100 |          1 |       5 |          -  |          -  |
|  8592 |        100 |          2 |      -  |  0.32916501 |  0.90677780 |
|  8593 |        100 |          3 |      23 |  0.08726020 |  0.45664066 |
|  8594 |        100 |          0 |      -  |          -  |          -  |
|  8595 |        100 |          1 |       2 |          -  |          -  |
|  8596 |        100 |          2 |      -  |  0.30369127 |  0.44326442 |
|  8597 |        100 |          0 |      -  |          -  |          -  |
|  8598 |        100 |          1 |       5 |          -  |          -  |
|  8599 |        100 |          2 |      -  |  0.01642885 |  0.03466992 |
|  8600 |        100 |          3 |       5 |  0.05494000 |  0.64116502 |
|  8601 |        100 |          0 |      -  |          -  |          -  |
|  8602 |        100 |          1 |       0 |          -  |          -  |
|  8603 |        100 |          2 |      -  |  0.13870387 |  0.75848949 |
|  8604 |        100 |          3 |       5 |  0.04979180 |  0.80408204 |
|  8605 |        100 |          0 |      -  |          -  |          -  |
|  8606 |        100 |          1 |       2 |          -  |          -  |
|  8607 |        100 |          2 |      -  |  0.57324815 |  0.96260923 |
|  8608 |        100 |          3 |       2 |  0.29376096 |  0.73942453 |
|  8609 |        100 |          0 |      -  |          -  |          -  |
|  8610 |        100 |          1 |       2 |          -  |          -  |
|  8611 |        100 |          2 |      -  |  0.74321330 |  0.74672878 |
|  8612 |        100 |          3 |      11 |  0.36897004 |  0.88746369 |
